GENESIS-Tabelle: 12421-0002
Projected population figures: Germany, reference date,;;;;;;;;;;;;;;
variants of the population projection, sex, age years;;;;;;;;;;;;;;
Population projections;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;
Projected population figures (1000);;;;;;;;;;;;;;
;;;;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date;Reference date
;;;;2022-12-31;2025-12-31;2030-12-31;2035-12-31;2040-12-31;2045-12-31;2050-12-31;2055-12-31;2060-12-31;2065-12-31;2070-12-31
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;under 1 year;389.2;406.8;417.6;413.2;405.9;410.2;418.2;421.1;421.9;422.0;420.1
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;5 years;427.3;421.2;419.3;427.3;422.4;415.2;419.6;427.6;430.5;431.4;431.5
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;10 years;399.5;429.4;433.5;428.9;436.5;431.6;424.4;428.8;436.8;439.8;440.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;15 years;401.0;410.3;442.0;443.2;438.2;445.8;441.0;433.8;438.2;446.2;449.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;20 years;427.6;426.9;439.5;464.7;465.5;460.6;468.3;463.5;456.3;460.7;468.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;25 years;524.6;499.9;464.0;468.1;492.2;493.1;488.3;496.0;491.3;484.1;488.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;30 years;532.4;525.1;524.0;482.6;485.8;510.0;511.0;506.2;514.0;509.3;502.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;35 years;582.3;603.7;537.9;533.7;492.0;495.4;519.6;520.7;516.0;523.8;519.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;40 years;549.3;554.2;610.1;542.8;538.6;497.2;500.7;525.1;526.3;521.7;529.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;45 years;500.7;543.8;557.6;612.0;545.1;541.2;500.3;504.0;528.5;529.9;525.5
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;50 years;520.6;475.5;542.0;555.3;609.5;543.7;540.4;500.1;504.1;528.7;530.4
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;55 years;672.4;581.8;467.5;533.5;547.4;601.7;537.5;534.8;495.5;500.0;524.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;60 years;656.0;670.3;562.3;453.1;518.7;533.5;587.9;526.1;524.4;486.7;491.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;65 years;530.6;587.8;632.2;533.1;431.2;495.9;512.1;566.3;508.2;508.0;472.4
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;70 years;433.1;454.3;537.5;583.1;494.8;402.4;465.6;483.3;537.2;483.9;485.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;75 years;320.6;375.2;398.5;477.0;522.5;447.1;366.3;427.1;446.4;499.4;452.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;80 years;272.5;197.8;306.2;330.4;401.3;445.3;385.4;319.0;376.0;396.6;447.7
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;85 years;204.4;238.6;138.1;219.6;242.3;300.6;340.1;299.5;251.9;301.6;322.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;90 years;62.3;89.8;120.1;72.3;119.6;136.8;175.4;204.8;185.7;160.5;197.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;95 years;14.1;17.1;25.7;36.7;23.4;41.1;49.6;67.0;82.0;77.8;70.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;100 years and over;3.7;3.2;4.9;7.7;13.1;12.1;17.6;24.1;34.8;48.5;54.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Male;Total;41465.4;41752.9;42062.2;42226.9;42328.8;42373.4;42386.9;42406.3;42505.1;42735.3;43042.5
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;under 1 year;369.3;386.3;396.5;392.2;385.3;389.4;396.9;399.7;400.5;400.6;398.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;5 years;405.2;397.7;398.5;405.9;401.3;394.4;398.5;406.1;408.9;409.7;409.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;10 years;377.0;405.3;409.2;407.4;414.5;409.9;403.0;407.1;414.7;417.5;418.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;15 years;376.8;386.8;416.4;417.8;415.7;422.8;418.2;411.3;415.5;423.0;425.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;20 years;404.8;400.5;413.6;437.5;438.5;436.4;443.5;438.9;432.1;436.2;443.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;25 years;480.6;469.6;441.1;444.9;467.6;468.7;466.6;473.7;469.2;462.3;466.5
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;30 years;501.7;489.8;498.0;462.9;465.8;488.4;489.5;487.5;494.7;490.1;483.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;35 years;557.3;575.5;508.0;511.9;476.3;479.2;501.9;503.1;501.1;508.3;503.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;40 years;543.2;544.9;587.5;517.2;520.7;485.3;488.3;511.0;512.3;510.3;517.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;45 years;502.2;550.4;553.4;593.6;523.4;527.1;491.9;494.9;517.7;519.1;517.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;50 years;523.7;482.2;554.2;555.8;595.9;526.3;530.1;495.3;498.5;521.4;522.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;55 years;671.3;588.5;480.3;551.4;553.3;593.5;524.8;529.0;494.6;498.1;521.1
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;60 years;666.9;677.2;578.7;473.0;543.7;546.2;586.5;519.2;523.9;490.3;494.1
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;65 years;561.3;620.8;657.3;563.1;461.1;531.3;534.8;575.3;510.0;515.3;482.8
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;70 years;495.4;510.5;592.1;629.7;541.2;444.4;513.7;518.5;559.2;496.7;502.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;75 years;381.1;452.6;474.0;553.5;591.9;511.1;421.5;489.3;495.8;536.6;478.1
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;80 years;353.2;261.5;400.4;423.6;499.1;538.1;468.0;388.3;453.8;462.5;503.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;85 years;313.0;359.7;205.5;320.9;345.1;412.7;451.2;397.3;333.5;394.1;405.7
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;90 years;124.7;169.3;215.9;127.5;205.8;227.9;280.2;314.3;283.3;243.1;293.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;95 years;41.6;46.5;62.1;84.4;52.6;89.8;104.6;134.8;158.0;148.3;132.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;100 years and over;17.0;16.9;20.7;28.7;46.8;44.0;60.7;83.2;115.3;156.2;175.7
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Female;Total;42792.4;43143.6;43498.3;43676.1;43804.3;43866.4;43852.0;43784.6;43747.5;43836.0;44043.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;under 1 year;758.5;793.1;814.1;805.4;791.1;799.6;815.1;820.9;822.4;822.6;818.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;5 years;832.5;818.9;817.9;833.2;823.7;809.6;818.1;833.7;839.4;841.0;841.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;10 years;776.5;834.7;842.7;836.3;851.0;841.5;827.4;835.9;851.5;857.3;858.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;15 years;777.7;797.1;858.4;861.1;853.9;868.6;859.2;845.1;853.7;869.3;875.1
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;20 years;832.4;827.4;853.1;902.2;904.1;897.0;911.8;902.5;888.4;897.0;912.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;25 years;1005.2;969.5;905.1;913.0;959.8;961.8;954.9;969.7;960.4;946.4;955.1
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;30 years;1034.0;1014.9;1022.0;945.5;951.6;998.4;1000.5;993.7;1008.6;999.4;985.5
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;35 years;1139.7;1179.2;1045.9;1045.6;968.3;974.6;1021.5;1023.8;1017.1;1032.1;1023.0
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;40 years;1092.5;1099.1;1197.6;1060.0;1059.3;982.5;989.0;1036.1;1038.5;1032.0;1047.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;45 years;1002.9;1094.2;1111.0;1205.5;1068.5;1068.3;992.2;998.9;1046.2;1048.9;1042.7
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;50 years;1044.3;957.7;1096.2;1111.1;1205.4;1070.0;1070.5;995.3;1002.6;1050.1;1053.3
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;55 years;1343.7;1170.3;947.8;1084.9;1100.7;1195.2;1062.3;1063.8;990.1;998.1;1046.0
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;60 years;1322.9;1347.5;1140.9;926.1;1062.4;1079.8;1174.4;1045.4;1048.3;976.9;985.9
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;65 years;1091.9;1208.6;1289.4;1096.2;892.4;1027.2;1046.9;1141.6;1018.2;1023.2;955.2
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;70 years;928.6;964.8;1129.6;1212.8;1036.0;846.8;979.3;1001.8;1096.3;980.6;988.5
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;75 years;701.7;827.7;872.4;1030.4;1114.4;958.2;787.8;916.5;942.2;1036.0;930.4
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;80 years;625.7;459.3;706.6;754.0;900.4;983.4;853.4;707.4;829.8;859.1;951.0
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;85 years;517.4;598.3;343.6;540.5;587.4;713.3;791.2;696.8;585.4;695.7;728.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;90 years;187.1;259.1;336.0;199.8;325.3;364.6;455.6;519.1;469.0;403.6;490.6
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;95 years;55.7;63.6;87.8;121.1;76.1;130.9;154.2;201.8;240.0;226.1;202.4
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;100 years and over;20.7;20.1;25.6;36.4;59.9;56.1;78.3;107.3;150.1;204.8;230.0
BEV-VARIANTE-18;High birth rate, strong rise in life exp. (G3L3W2);Total;Total;84257.8;84896.5;85560.6;85902.9;86133.1;86239.8;86238.9;86191.0;86252.5;86571.3;87085.8
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;under 1 year;390.4;404.4;410.7;403.5;398.0;402.1;409.6;411.1;409.0;406.5;404.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;5 years;428.8;427.5;423.7;426.1;418.4;412.8;417.0;424.5;426.0;423.9;421.5
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;10 years;401.1;436.1;446.5;438.9;440.8;433.0;427.5;431.7;439.2;440.7;438.6
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;15 years;402.7;416.8;455.5;462.0;453.8;455.8;448.0;442.5;446.7;454.2;455.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;20 years;432.6;442.2;462.3;491.9;497.6;489.6;491.5;483.8;478.3;482.6;490.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;25 years;528.6;516.9;499.7;508.0;535.9;541.7;533.7;535.7;528.1;522.6;526.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;30 years;534.5;535.7;554.3;529.4;536.4;564.3;570.2;562.2;564.3;556.7;551.4
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;35 years;583.7;610.0;555.9;570.2;544.7;551.8;579.8;585.7;577.9;580.1;572.6
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;40 years;550.2;558.3;621.0;564.6;578.6;553.4;560.6;588.6;594.7;587.0;589.3
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;45 years;501.4;546.9;565.2;625.6;569.5;583.7;558.8;566.2;594.3;600.5;593.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;50 years;520.8;477.0;546.8;564.1;623.9;568.7;583.1;558.7;566.4;594.5;601.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;55 years;672.3;581.5;468.7;537.4;554.8;614.1;560.3;574.9;551.4;559.3;587.5
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;60 years;655.6;668.5;560.0;452.0;519.4;537.0;595.4;543.9;558.8;536.6;544.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;65 years;530.0;585.0;626.7;526.5;425.6;490.7;508.7;565.7;517.6;533.0;512.6
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;70 years;432.6;451.5;530.5;571.6;481.8;390.4;452.1;470.4;525.0;481.7;497.6
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;75 years;320.1;372.1;391.5;463.4;502.0;424.9;345.6;402.3;420.4;471.4;434.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;80 years;271.9;195.3;298.6;316.8;377.8;412.1;350.7;286.6;335.9;353.0;398.2
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;85 years;203.7;234.3;132.7;206.1;221.1;266.5;293.6;252.1;207.7;245.8;260.6
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;90 years;62.0;86.9;113.4;65.4;103.7;113.2;139.0;155.8;135.9;113.7;136.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;95 years;13.9;16.2;23.5;31.8;18.8;30.9;34.8;44.0;50.7;45.4;39.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;100 years and over;3.7;2.9;4.3;6.3;9.7;8.0;10.5;12.9;17.0;21.5;21.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Male;Total;41544.7;42028.0;42635.7;42962.4;43182.6;43323.1;43430.9;43562.2;43782.2;44103.8;44445.3
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;under 1 year;370.4;383.6;389.4;382.6;377.3;381.3;388.4;389.7;387.7;385.4;382.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;5 years;406.5;402.2;398.6;401.0;393.8;388.5;392.4;399.6;400.9;398.9;396.6
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;10 years;378.4;409.9;416.3;409.5;411.5;404.3;399.1;403.0;410.1;411.5;409.5
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;15 years;378.0;391.0;423.5;426.8;419.7;421.7;414.5;409.3;413.2;420.4;421.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;20 years;410.7;410.6;423.6;449.4;452.3;445.1;447.2;440.0;434.8;438.7;445.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;25 years;485.2;484.4;460.2;462.1;486.4;489.3;482.2;484.3;477.2;471.9;475.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;30 years;504.4;500.1;519.1;487.0;487.7;512.0;515.0;507.9;510.0;502.9;497.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;35 years;559.3;582.5;522.4;536.2;503.4;504.2;528.5;531.5;524.5;526.6;519.5
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;40 years;544.7;550.1;597.2;533.7;547.1;514.4;515.2;539.6;542.7;535.7;537.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;45 years;503.3;554.4;560.7;604.9;541.3;554.8;522.3;523.2;547.6;550.7;543.8
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;50 years;524.4;484.8;559.6;563.9;607.7;544.7;558.2;526.1;527.1;551.5;554.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;55 years;671.5;589.5;483.2;556.5;560.9;604.4;542.3;555.9;524.2;525.3;549.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;60 years;666.7;676.8;578.8;474.7;547.0;551.7;594.9;534.0;547.7;516.8;518.2
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;65 years;561.0;619.7;655.1;560.9;460.4;531.1;536.2;578.8;520.0;533.8;504.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;70 years;495.1;508.9;588.4;623.5;534.5;439.1;507.6;513.2;554.9;498.9;512.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;75 years;380.8;450.6;469.2;544.2;578.1;496.5;408.5;473.3;479.5;519.5;467.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;80 years;352.7;259.5;394.0;412.0;479.6;511.1;440.2;363.1;422.0;428.8;465.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;85 years;312.2;355.2;199.7;306.0;322.0;377.1;404.2;349.9;290.0;339.0;346.2
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;90 years;124.1;165.1;205.3;116.8;181.5;193.3;229.2;248.6;217.5;182.2;215.4
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;95 years;41.2;44.4;56.8;72.7;42.3;67.4;73.6;89.3;99.1;88.6;75.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;100 years and over;16.7;15.6;17.8;22.4;32.5;26.6;32.9;40.1;50.0;61.2;62.2
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Female;Total;42886.2;43392.8;43806.0;43931.3;43968.8;43904.7;43748.9;43555.6;43424.4;43426.4;43506.3
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;under 1 year;760.8;788.0;800.1;786.2;775.3;783.4;798.0;800.8;796.7;791.9;786.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;5 years;835.3;829.7;822.3;827.1;812.1;801.3;809.4;824.1;826.9;822.8;818.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;10 years;779.5;845.9;862.7;848.4;852.3;837.4;826.6;834.7;849.4;852.2;848.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;15 years;780.7;807.9;879.1;888.8;873.5;877.5;862.6;851.8;859.9;874.6;877.4
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;20 years;843.3;852.8;885.9;941.3;949.9;934.7;938.7;923.9;913.1;921.3;936.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;25 years;1013.8;1001.3;959.9;970.0;1022.3;1031.0;1015.9;1020.0;1005.2;994.6;1002.8
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;30 years;1039.0;1035.7;1073.5;1016.3;1024.0;1076.3;1085.2;1070.1;1074.3;1059.6;1049.0
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;35 years;1143.0;1192.4;1078.3;1106.5;1048.1;1056.0;1108.3;1117.3;1102.4;1106.7;1092.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;40 years;1094.8;1108.4;1218.2;1098.3;1125.7;1067.8;1075.8;1128.2;1137.4;1122.7;1127.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;45 years;1004.7;1101.4;1125.9;1230.5;1110.8;1138.4;1081.1;1089.4;1141.9;1151.2;1136.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;50 years;1045.2;961.8;1106.4;1128.0;1231.7;1113.4;1141.3;1084.8;1093.4;1146.0;1155.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;55 years;1343.8;1171.0;951.9;1093.9;1115.6;1218.6;1102.6;1130.8;1075.6;1084.7;1137.2
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;60 years;1322.3;1345.3;1138.7;926.8;1066.4;1088.6;1190.3;1077.9;1106.5;1053.3;1063.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;65 years;1091.0;1204.7;1281.7;1087.4;886.0;1021.8;1044.9;1144.5;1037.6;1066.8;1016.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;70 years;927.7;960.4;1118.9;1195.1;1016.3;829.6;959.7;983.6;1079.9;980.6;1010.5
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;75 years;700.9;822.6;860.7;1007.6;1080.1;921.4;754.1;875.6;899.9;990.9;901.9
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;80 years;624.6;454.8;692.7;728.8;857.4;923.2;790.9;649.7;757.9;781.8;864.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;85 years;516.0;589.5;332.5;512.2;543.0;643.6;697.8;601.9;497.7;584.8;606.8
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;90 years;186.1;252.1;318.7;182.1;285.2;306.5;368.2;404.3;353.4;295.9;352.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;95 years;55.1;60.6;80.4;104.5;61.1;98.3;108.3;133.3;149.7;134.0;114.7
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;100 years and over;20.4;18.5;22.1;28.7;42.2;34.6;43.4;53.0;67.0;82.7;84.1
BEV-VARIANTE-19;Small rise in life expect., high mig.bal. (G2L1W3);Total;Total;84430.9;85420.8;86441.7;86893.7;87151.4;87227.8;87179.8;87117.7;87206.6;87530.2;87951.6
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;under 1 year;390.5;404.6;411.1;404.0;398.6;402.8;410.5;412.0;410.1;407.8;405.3
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;5 years;428.8;427.5;424.0;426.6;419.0;413.5;417.8;425.5;427.1;425.1;422.9
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;10 years;401.1;436.1;446.5;439.1;441.3;433.7;428.3;432.6;440.2;441.8;439.9
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;15 years;402.7;416.9;455.6;462.1;454.1;456.3;448.7;443.3;447.6;455.3;456.9
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;20 years;432.6;442.3;462.4;492.0;497.8;490.0;492.2;484.6;479.3;483.6;491.3
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;25 years;528.6;517.0;499.8;508.2;536.2;542.1;534.3;536.5;529.1;523.8;528.1
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;30 years;534.5;535.7;554.5;529.6;536.7;564.8;570.7;563.1;565.4;558.0;552.7
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;35 years;583.7;610.1;556.1;570.5;545.1;552.4;580.5;586.6;579.0;581.4;574.1
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;40 years;550.2;558.4;621.3;565.0;579.2;554.1;561.5;589.7;596.0;588.5;591.0
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;45 years;501.4;547.1;565.6;626.3;570.3;584.8;560.1;567.7;596.0;602.5;595.3
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;50 years;520.9;477.3;547.5;565.1;625.5;570.5;585.3;561.2;569.2;597.7;604.4
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;55 years;672.4;582.2;469.6;539.2;557.3;617.8;564.3;579.6;556.4;564.8;593.6
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;60 years;655.7;669.8;562.0;454.8;523.8;542.8;603.1;551.9;568.0;546.0;555.2
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;65 years;530.2;586.7;630.4;531.7;431.7;499.7;519.8;579.9;532.1;549.1;529.2
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;70 years;432.9;453.5;535.3;580.3;492.5;401.8;468.1;489.6;549.1;505.7;524.1
BEV-VARIANTE-20;High life expectancy a. migration balance (G2L3W3);Male;75 years;320.4;374.5;396.9;474.3;519.4;444.3;365.0;428.7;451.5;509.7;472.0
